"Region Code","Timestamp (Hour Ending)","CAL Demand (MWh)","CAR Demand (MWh)","CENT Demand (MWh)","FLA Demand (MWh)","MIDA Demand (MWh)","MIDW Demand (MWh)","NE Demand (MWh)","NW Demand (MWh)","NY Demand (MWh)","SE Demand (MWh)","SW Demand (MWh)","TEN Demand (MWh)","TEX Demand (MWh)"
US48,"4/19/2022 10 a.m. EDT",27619,24335,30434,25595,93254,80262,12929,40522,16955,25442,10292,19080,39468
US48,"4/19/2022 11 a.m. EDT",28634,23701,30174,26984,92641,78861,12588,41535,17130,25128,10322,18515,40262
US48,"4/19/2022 12 p.m. EDT",28429,23163,29913,28197,91953,77755,12081,41482,17146,24667,10632,17885,41045
US48,"4/19/2022 1 p.m. EDT",27980,22618,29719,29469,91127,76835,11838,40803,17077,24340,10825,17317,41945
US48,"4/19/2022 2 p.m. EDT",27238,22117,29472,31098,90553,75871,11759,40291,16857,24118,11281,16817,42641
US48,"4/19/2022 3 p.m. EDT",27131,21658,29353,32219,89424,75274,11427,39998,16660,24260,11761,16254,43426
US48,"4/19/2022 4 p.m. EDT",26947,21439,29223,33431,88480,74445,11571,39777,16728,24259,12508,15972,44122
US48,"4/19/2022 5 p.m. EDT",26458,21321,29090,33971,87753,73888,12169,39275,16950,24384,13417,15989,44338
US48,"4/19/2022 6 p.m. EDT",26236,21496,29180,34225,87718,73846,12737,38942,17144,24155,14229,15986,44699
US48,"4/19/2022 7 p.m. EDT",26519,22111,29013,33395,88110,74121,13244,39371,17225,24155,14545,16115,44723
US48,"4/19/2022 8 p.m. EDT",27292,22762,28979,31833,89835,74733,13610,39505,17459,24398,14846,16274,44512
US48,"4/19/2022 9 p.m. EDT",28832,23844,28951,30849,92376,75951,13566,39855,17441,25004,14834,17047,44514
US48,"4/19/2022 10 p.m. EDT",30463,23508,29302,28779,91056,77001,12854,40073,16791,24870,14729,17430,45059
US48,"4/19/2022 11 p.m. EDT",31838,22368,28669,25902,87044,74665,11885,40428,15916,23575,14482,16883,44064
US48,"4/20/2022 12 a.m. EDT",32221,21225,27339,23019,83359,71316,11003,40348,14982,22070,13965,16096,41974
US48,"4/20/2022 1 a.m. EDT",31266,20561,26083,20497,80842,68468,10413,38673,14335,20957,13060,15470,39352
US48,"4/20/2022 2 a.m. EDT",29429,20416,25271,18924,79714,66805,10397,36309,13901,20930,12225,15259,37364
US48,"4/20/2022 3 a.m. EDT",27504,20562,24789,18007,79764,66300,10234,34542,13636,20867,11238,15155,36253
US48,"4/20/2022 4 a.m. EDT",26449,20907,24507,17536,80028,65772,10429,33429,13531,21033,10476,15372,35620
US48,"4/20/2022 5 a.m. EDT",25629,21885,24508,17697,81717,65999,10518,33041,13738,21429,10031,15635,35295
US48,"4/20/2022 6 a.m. EDT",25045,23524,24855,18772,85917,66985,11210,32933,14445,22137,9714,16402,35733
US48,"4/20/2022 7 a.m. EDT",24829,25866,25871,20737,92304,71073,12094,33492,15493,24331,9624,17685,37401
US48,"4/20/2022 8 a.m. EDT",25048,26936,27721,22162,95015,75607,12429,35115,16233,25995,9765,18901,39972
US48,"4/20/2022 9 a.m. EDT",26342,26122,28716,23211,92696,77796,11986,37940,16333,25987,10168,18946,41634
US48,"4/20/2022 10 a.m. EDT",28008,24498,29221,24493,89713,78399,11423,40581,16066,25315,10294,18030,42274
US48,"4/20/2022 11 a.m. EDT",28842,23344,29581,25802,87080,78685,10906,41373,15746,24784,10273,17356,43536
US48,"4/20/2022 12 p.m. EDT",28869,22583,29860,26968,85023,78779,10677,40897,15476,24324,10465,16828,44969
US48,"4/20/2022 1 p.m. EDT",27790,21995,30073,28052,83480,78581,10119,40441,15165,24299,10576,16435,46361
US48,"4/20/2022 2 p.m. EDT",27091,21660,30188,28927,82443,78284,9856,39952,14975,24286,10840,16108,47782
US48,"4/20/2022 3 p.m. EDT",26342,21505,30347,29751,81513,78334,10088,39766,14789,24330,11223,15917,49440
US48,"4/20/2022 4 p.m. EDT",25829,21563,30401,30786,81629,77923,10358,39514,14674,24534,11729,15822,51120
US48,"4/20/2022 5 p.m. EDT",25881,21693,30469,31703,81637,77856,10641,39266,14983,24339,12397,15843,52445
US48,"4/20/2022 6 p.m. EDT",25839,21993,30729,31958,82093,77959,11529,39327,15577,24582,13094,16005,53853
US48,"4/20/2022 7 p.m. EDT",26196,21990,30956,31294,82155,78183,12577,39566,16085,24599,13721,16182,54632
US48,"4/20/2022 8 p.m. EDT",27192,22439,30898,30332,83570,78225,13138,40168,16512,24627,14300,16244,54037
US48,"4/20/2022 9 p.m. EDT",28944,23248,30586,29722,85888,78225,13204,40629,16832,25124,14412,16816,52669
US48,"4/20/2022 10 p.m. EDT",30334,22630,30530,27993,84071,78170,12557,40513,16313,24844,14281,16863,52148
US48,"4/20/2022 11 p.m. EDT",31844,21220,29785,25696,80354,75302,11647,40709,15412,23334,14008,16038,50910
US48,"4/21/2022 12 a.m. EDT",32042,19877,28170,22887,77649,71943,10775,40384,14501,21776,13494,14989,48023
US48,"4/21/2022 1 a.m. EDT",31092,18906,26561,20732,75073,68499,10474,38440,13874,20686,12659,14079,44957
US48,"4/21/2022 2 a.m. EDT",29336,18442,25462,19210,73227,67039,10566,36017,13490,20213,11858,13480,42072
US48,"4/21/2022 3 a.m. EDT",27492,18338,24828,18257,72312,65889,10438,34027,13242,19779,10951,13157,40227
US48,"4/21/2022 4 a.m. EDT",26384,18405,24633,17749,72522,65134,10733,32931,13172,19575,10274,13034,38966
US48,"4/21/2022 5 a.m. EDT",25499,19006,24573,17867,73632,65243,10770,32489,13408,19321,9877,13099,38462
US48,"4/21/2022 6 a.m. EDT",24852,20363,24939,18925,75956,66478,11209,32352,14095,20201,9606,13555,38658
US48,"4/21/2022 7 a.m. EDT",24655,22537,25919,21006,82102,69372,12078,32645,15108,21826,9513,14691,40143
US48,"4/21/2022 8 a.m. EDT",24767,23431,27651,22243,85499,73718,12239,34062,15798,23009,9703,15809,42639
US48,"4/21/2022 9 a.m. EDT",25968,23219,28704,23621,85318,75821,11572,36792,15979,23511,10117,16156,43942
US48,"4/21/2022 10 a.m. EDT",27659,22765,29079,25240,84715,76351,10810,39547,16000,23976,10265,16356,44793
US48,"4/21/2022 11 a.m. EDT",28190,22511,29259,26758,84213,76706,10225,40712,16028,24508,10226,16325,46163
US48,"4/21/2022 12 p.m. EDT",28484,22134,29611,27966,83855,76961,10161,40455,16045,24899,10441,16453,47867
US48,"4/21/2022 1 p.m. EDT",28055,21953,30047,28853,83127,76629,10129,39924,16194,25479,10571,16635,49303
US48,"4/21/2022 2 p.m. EDT",27409,22114,30278,30024,82532,76671,10753,39419,16244,25977,10922,16647,50713
US48,"4/21/2022 3 p.m. EDT",27017,22237,30626,31032,81905,76874,10726,39004,16391,26563,11428,16769,52292
US48,"4/21/2022 4 p.m. EDT",26991,22558,31027,31857,81500,76609,11383,38773,16536,27247,12044,17120,53787
US48,"4/21/2022 5 p.m. EDT",26625,22989,31483,32593,81583,76299,11871,38384,16687,27812,12852,17300,54939
US48,"4/21/2022 6 p.m. EDT",26532,23250,31891,32926,82241,76340,12721,38320,16867,28220,13629,17530,55715
US48,"4/21/2022 7 p.m. EDT",26948,23492,31933,32595,82590,76546,13140,38628,16956,27904,14353,17715,55428
US48,"4/21/2022 8 p.m. EDT",27776,23449,31849,31040,82982,76628,13343,39140,16935,27366,15039,17627,54289
US48,"4/21/2022 9 p.m. EDT",28655,23865,31582,30340,84114,76970,13148,39573,16875,27364,15120,17926,53219
US48,"4/21/2022 10 p.m. EDT",29941,23035,31585,28942,82426,77976,12392,39682,16260,26662,14944,17937,53117
US48,"4/21/2022 11 p.m. EDT",31168,21442,30826,26397,78170,75271,11387,40045,15323,24756,14692,17005,51609
US48,"4/22/2022 12 a.m. EDT",31649,19702,29270,23596,75408,71597,10512,39678,14415,22812,14021,15823,48756
US48,"4/22/2022 1 a.m. EDT",30805,18375,27830,21198,72428,67718,10190,38001,13774,21543,13233,14611,45482
US48,"4/22/2022 2 a.m. EDT",29091,17552,26655,19582,70885,65499,9842,35767,13311,20813,12331,13799,42651
US48,"4/22/2022 3 a.m. EDT",27367,17072,25856,18653,70544,64115,9725,33920,13067,20200,11329,13308,40731
US48,"4/22/2022 4 a.m. EDT",26189,17103,25460,18194,70517,63147,9716,32724,12980,19874,10629,12965,39395
US48,"4/22/2022 5 a.m. EDT",25293,17397,25175,18206,71538,63197,9959,32248,13184,19873,10113,12957,38691
US48,"4/22/2022 6 a.m. EDT",24666,18515,25357,19391,73312,63763,10391,32132,13839,20583,9807,13405,38954
US48,"4/22/2022 7 a.m. EDT",24451,20215,26121,21201,78660,66741,11360,32586,14830,21622,9708,14303,40311
US48,"4/22/2022 8 a.m. EDT",24813,21318,27804,22573,81941,71176,11786,33929,15391,22681,9823,15118,42919
US48,"4/22/2022 9 a.m. EDT",25707,21577,28968,24081,82175,74078,11232,36448,15379,23516,10263,15657,43577
US48,"4/22/2022 10 a.m. EDT",27433,21844,29808,25770,82015,75800,10636,39205,15166,24237,10371,16083,44694
US48,"4/22/2022 11 a.m. EDT",28090,22219,30389,27339,81623,77231,10253,40343,14987,24907,10459,16659,46468
US48,"4/22/2022 12 p.m. EDT",28128,22652,31029,28543,81313,78167,9939,40181,14750,25590,10650,17236,48088
US48,"4/22/2022 1 p.m. EDT",27174,23301,31668,29387,81230,79180,9652,39560,14549,26423,10592,17805,49636
US48,"4/22/2022 2 p.m. EDT",26133,24080,32096,30603,80666,79811,9725,39112,14472,27353,10606,18390,51281
US48,"4/22/2022 3 p.m. EDT",26186,24790,32753,31572,80400,80366,9690,38629,14360,28362,10857,18870,52897
US48,"4/22/2022 4 p.m. EDT",25615,25471,33086,32492,80529,80316,9860,37971,14354,29201,11010,19215,53838
US48,"4/22/2022 5 p.m. EDT",25033,26216,33189,33024,81620,80472,10246,37697,14634,30062,11373,19753,54921
US48,"4/22/2022 6 p.m. EDT",24474,26537,33228,33051,82126,80658,11059,37540,15165,30322,11556,20187,55953
US48,"4/22/2022 7 p.m. EDT",24304,26459,33125,32851,82163,80637,11941,37533,15557,29799,11916,20231,56102
US48,"4/22/2022 8 p.m. EDT",25002,25654,32661,30922,81900,79508,12375,37564,15827,28670,12284,19599,54274
US48,"4/22/2022 9 p.m. EDT",26809,25188,31894,29972,82672,78333,12457,37509,15998,27829,12165,19130,52057
US48,"4/22/2022 10 p.m. EDT",28204,24144,31723,28518,80760,78061,11900,37351,15556,26827,12099,18710,51178
US48,"4/22/2022 11 p.m. EDT",29894,22474,30855,26406,76654,75137,11090,37468,14775,25185,12171,17524,49502
US48,"4/23/2022 12 a.m. EDT",30680,20726,29583,23993,73895,71474,10318,37522,14007,23429,11974,16186,47045
US48,"4/23/2022 1 a.m. EDT",30139,19184,28066,21792,70760,67948,9739,36305,13339,21722,11548,14988,44256
US48,"4/23/2022 2 a.m. EDT",28771,17961,26718,19973,68439,65730,9370,34713,12907,20660,11086,14043,41803
US48,"4/23/2022 3 a.m. EDT",27155,17198,25766,18798,67101,64086,9487,33134,12658,20169,10412,13311,39842
US48,"4/23/2022 4 a.m. EDT",26117,16819,25036,18203,67194,62641,9450,32101,12544,19605,9968,12948,38318
US48,"4/23/2022 5 a.m. EDT",25073,16767,24640,17929,67485,61970,9310,31613,12589,19475,9612,12749,37604
US48,"4/23/2022 6 a.m. EDT",24402,17046,24479,18131,68348,61568,9679,31470,12855,19497,9384,12719,37089
US48,"4/23/2022 7 a.m. EDT",24064,17590,24618,18834,70341,62069,10049,31655,13203,19620,9285,13029,37239
US48,"4/23/2022 8 a.m. EDT",24092,18202,24975,19936,72082,63069,10062,32428,13590,20204,9312,13265,37926
US48,"4/23/2022 9 a.m. EDT",24637,19416,25649,22359,73796,65162,9714,33708,13870,21020,9497,14115,38813
US48,"4/23/2022 10 a.m. EDT",24993,20513,26683,24683,74242,67969,9351,35031,13733,22357,9317,14973,40761
US48,"4/23/2022 11 a.m. EDT",24640,21275,27674,26773,74387,70489,9315,36319,13745,23553,9288,15721,42861
US48,"4/23/2022 12 p.m. EDT",24396,22210,28452,28680,74132,71739,9279,36882,13678,24651,9473,16686,44935
US48,"4/23/2022 1 p.m. EDT",23146,23148,28926,30151,74367,72876,9088,36564,13752,25556,9442,17369,46734
US48,"4/23/2022 2 p.m. EDT",21857,24090,29197,31379,74720,73814,9138,36048,13911,26374,9431,18018,48036
US48,"4/23/2022 3 p.m. EDT",21239,24950,29430,32388,75370,74794,9598,35426,13782,27258,9539,18593,49345
US48,"4/23/2022 4 p.m. EDT",20681,25727,29676,33202,76424,75496,10093,34613,13740,28016,9727,19201,50498
US48,"4/23/2022 5 p.m. EDT",20428,26298,29986,33719,78523,76288,10559,33961,14010,28685,9993,19781,51559
US48,"4/23/2022 6 p.m. EDT",20893,26588,30074,33737,80460,77058,11419,33678,14604,28952,10437,19970,52309
US48,"4/23/2022 7 p.m. EDT",21707,26171,30042,32716,81104,77377,11646,33779,14998,28695,11039,19921,52148
US48,"4/23/2022 8 p.m. EDT",23166,25406,29677,30921,80935,76476,11983,34371,15262,27732,11670,19213,51160
US48,"4/23/2022 9 p.m. EDT",25122,24831,28725,30064,81612,75494,11935,34986,15410,26872,11992,18546,49488
US48,"4/23/2022 10 p.m. EDT",27179,23710,28356,28425,79929,75413,11393,35287,15020,26050,12063,18243,48847
US48,"4/23/2022 11 p.m. EDT",28835,22142,27656,26303,76292,73071,10661,35713,14378,24394,12018,17165,47668
US48,"4/24/2022 12 a.m. EDT",29489,20304,26469,24203,73218,69777,9954,35941,13651,22661,11668,15963,45702
US48,"4/24/2022 1 a.m. EDT",28818,18819,25201,22080,69747,66114,9415,35005,13036,21304,11176,14743,43197
US48,"4/24/2022 2 a.m. EDT",27481,17708,24112,20356,67750,63705,9578,33478,12602,20328,10778,13862,41127
US48,"4/24/2022 3 a.m. EDT",25871,17013,23201,19191,66248,62633,9461,32134,12292,19878,10179,13259,39033
US48,"4/24/2022 4 a.m. EDT",24992,16598,22764,18412,65564,61261,9389,31227,12135,19333,9688,12789,37672
US48,"4/24/2022 5 a.m. EDT",23901,16424,22347,17996,65061,60174,9464,30767,12122,18761,9365,12530,36697
US48,"4/24/2022 6 a.m. EDT",23155,16529,22015,17940,65398,60100,9263,30721,12271,18772,9101,12517,36334
US48,"4/24/2022 7 a.m. EDT",22620,16709,22231,18387,65612,60646,9646,30998,12435,18826,8982,12526,36216
US48,"4/24/2022 8 a.m. EDT",22594,17417,22640,19392,66260,60581,10302,31779,12721,19189,9016,12648,36421
US48,"4/24/2022 9 a.m. EDT",22872,18835,23081,22095,67518,62497,10386,32861,12880,20156,9057,13528,36880
US48,"4/24/2022 10 a.m. EDT",22760,19979,24096,25074,69515,65226,10222,33982,12809,21663,8781,14628,38772
US48,"4/24/2022 11 a.m. EDT",22289,20932,24810,27289,71458,67941,9891,34817,12749,23054,8710,15588,41423
US48,"4/24/2022 12 p.m. EDT",22054,22074,25312,29156,73600,69881,9836,35096,12683,24274,8998,16303,43744
US48,"4/24/2022 1 p.m. EDT",21517,23224,25566,30993,75310,71750,9938,34839,12680,25447,9035,17161,45934
US48,"4/24/2022 2 p.m. EDT",20885,24245,25864,32562,76780,73396,9712,34372,12563,26725,9166,17896,47674
US48,"4/24/2022 3 p.m. EDT",20675,25197,25918,33896,78430,74381,9467,33977,12542,27944,9429,18562,48861
US48,"4/24/2022 4 p.m. EDT",20396,26228,26152,34887,80203,75165,9762,33737,12707,28810,9786,19188,50378
US48,"4/24/2022 5 p.m. EDT",20789,26865,26458,35837,82544,76292,10445,33252,13222,29699,10229,19741,51503
US48,"4/24/2022 6 p.m. EDT",21518,27543,26891,36076,84898,77089,11237,33182,14128,30209,10805,20109,52245
US48,"4/24/2022 7 p.m. EDT",22564,27436,27335,35267,85878,77582,11912,33578,14786,30291,11497,20280,52372
US48,"4/24/2022 8 p.m. EDT",24343,26707,27464,33218,85896,77359,12355,34483,15264,29503,12193,19763,51450
US48,"4/24/2022 9 p.m. EDT",26951,26285,27364,32436,86380,76755,12429,35279,15635,28754,12467,19190,49761
US48,"4/24/2022 10 p.m. EDT",29185,24852,27571,30782,83996,77156,11756,35799,15174,27905,12539,18922,49366
US48,"4/24/2022 11 p.m. EDT",30644,22799,27081,28252,78667,74618,10832,36305,14307,25891,12543,17633,48037
US48,"4/25/2022 12 a.m. EDT",31147,20514,25786,25275,74532,70498,10014,36436,13439,23647,12197,16113,45513
US48,"4/25/2022 1 a.m. EDT",30458,18898,24325,22792,71184,67452,9469,34894,12824,22005,11552,14799,42352
US48,"4/25/2022 2 a.m. EDT",28423,17830,23263,21048,69251,64888,9382,32724,12426,20832,10908,13962,39869
US48,"4/25/2022 3 a.m. EDT",26344,17180,22754,19884,67839,63482,9328,30977,12192,20135,10115,13485,38177
US48,"4/25/2022 4 a.m. EDT",24983,16970,22483,19242,67429,63016,9402,30092,12148,20012,9571,13148,36896
US48,"4/25/2022 5 a.m. EDT",24037,17195,22603,19266,68089,62775,9724,29683,12370,20025,9281,13127,36493
US48,"4/25/2022 6 a.m. EDT",23591,18239,23020,20286,70631,63949,10346,29697,13148,20539,9162,13453,36808
US48,"4/25/2022 7 a.m. EDT",23471,20066,24194,22141,74656,67456,11546,30205,14318,21725,9175,14498,38195
US48,"4/25/2022 8 a.m. EDT",23899,21044,26303,23443,79096,71934,12090,31708,15186,23025,9467,15612,40355
US48,"4/25/2022 9 a.m. EDT",25313,21840,27546,25234,81640,75085,11847,34371,15498,23856,9933,16297,41860
US48,"4/25/2022 10 a.m. EDT",26899,22763,27796,27391,83372,76913,11124,36823,15446,24998,10095,16829,42762
US48,"4/25/2022 11 a.m. EDT",27806,23664,27885,29430,84811,78133,10427,37986,15349,26292,10031,17456,44203
US48,"4/25/2022 12 p.m. EDT",27849,24715,28029,31201,85854,79114,10507,38016,15310,27828,10086,17970,45386
US48,"4/25/2022 1 p.m. EDT",27513,25827,27933,32908,86609,79592,10580,37820,15402,29347,10021,18488,46492
US48,"4/25/2022 2 p.m. EDT",27516,27152,27816,34412,87263,79902,10756,37533,15419,30601,10127,18828,47258
US48,"4/25/2022 3 p.m. EDT",27243,28035,27703,35401,87728,79840,10984,37233,15321,31488,10417,19021,47589
US48,"4/25/2022 4 p.m. EDT",27337,29099,27568,36361,87916,78619,10917,37054,15336,32398,10986,19342,47039
US48,"4/25/2022 5 p.m. EDT",27933,30001,27493,37316,88247,77838,11101,36939,15757,33386,11686,19416,45576
US48,"4/25/2022 6 p.m. EDT",28629,30423,27524,37559,88774,77659,11803,36791,16257,33678,12477,19444,44882
US48,"4/25/2022 7 p.m. EDT",29574,30335,27473,37362,88319,77697,12454,36850,16524,33388,13220,19469,44559
US48,"4/25/2022 8 p.m. EDT",31194,29486,27469,35713,87962,77177,12995,37420,16718,32326,14001,18983,43818
US48,"4/25/2022 9 p.m. EDT",32926,28833,27476,34540,87945,77167,13006,38055,16701,31353,14285,18750,43061
US48,"4/25/2022 10 p.m. EDT",34228,27062,27790,32342,84843,77360,12204,38558,15943,30080,14195,18310,43066
US48,"4/25/2022 11 p.m. EDT",34709,24526,27094,29373,79559,74949,11177,38978,14867,27706,13993,17267,41911
US48,"4/26/2022 12 a.m. EDT",34511,22080,25819,26270,75444,71246,10250,38827,13872,25314,13425,15863,39499
US48,"4/26/2022 1 a.m. EDT",33179,20268,24602,23566,72436,68262,9827,37040,13141,23301,12505,14683,36736
US48,"4/26/2022 2 a.m. EDT",30871,19103,23875,21650,70117,66721,9916,34587,12656,22744,11621,13880,34827
US48,"4/26/2022 3 a.m. EDT",28529,18341,23526,20291,68907,65417,9741,32806,12378,21886,10656,13372,33622
US48,"4/26/2022 4 a.m. EDT",26896,17997,23368,19481,68343,64883,9730,31908,12296,21368,10019,13121,32893
US48,"4/26/2022 5 a.m. EDT",25901,18144,23454,19321,69071,65060,9789,31453,12495,21290,9539,13044,32567
US48,"4/26/2022 6 a.m. EDT",25234,19026,23945,20145,71357,65941,10550,31444,13165,22003,9369,13381,32878
US48,"4/26/2022 7 a.m. EDT",24873,20709,25227,21941,76566,69717,11545,31863,14467,23232,9293,14215,34383
US48,"4/26/2022 8 a.m. EDT",24969,21620,27333,23211,80602,74561,12438,33305,15552,24028,9534,15204,37151
US48,"4/26/2022 9 a.m. EDT",26091,22498,28398,24883,82467,76978,12691,35986,16130,24843,9993,15783,38455
US48,"4/26/2022 10 a.m. EDT",27667,23521,28422,26957,83294,77205,12749,38556,16333,25563,10105,16078,38990
US48,"4/26/2022 11 a.m. EDT",28455,24830,28101,28947,83781,77082,12735,39745,16475,26314,10176,16137,39441
US48,"4/26/2022 12 p.m. EDT",28816,26393,27888,30597,84004,76975,12706,39533,16551,26933,10349,16407,39856
US48,"4/26/2022 1 p.m. EDT",28058,27766,27753,32639,84369,76556,12665,39059,16507,27421,10494,16351,40345
US48,"4/26/2022 2 p.m. EDT",26925,28672,27585,34433,84561,76099,12701,38727,16541,28069,10891,16241,40804
US48,"4/26/2022 3 p.m. EDT",26761,28449,27693,35985,84502,75768,12765,38422,16504,28325,11531,16202,41515
US48,"4/26/2022 4 p.m. EDT",27141,28010,27754,37295,83917,75367,12916,38353,16536,28419,12300,16113,42498
US48,"4/26/2022 5 p.m. EDT",27504,27726,27770,38134,84147,74830,13268,38271,16634,28551,13282,16297,43493
US48,"4/26/2022 6 p.m. EDT",28249,27440,27850,38440,84756,74897,13639,38138,16835,28567,14117,16376,44663
US48,"4/26/2022 7 p.m. EDT",29426,26671,27926,38016,84447,75042,13735,38295,16935,28268,14832,16310,45503
US48,"4/26/2022 8 p.m. EDT",30624,26023,28013,35926,84246,75114,13656,38682,16955,27584,15249,16293,45275
US48,"4/26/2022 9 p.m. EDT",31821,25802,27825,34506,84967,75641,13234,39250,16788,27234,15165,16532,44621
US48,"4/26/2022 10 p.m. EDT",32648,24600,28072,32327,83184,77009,12362,39561,16094,26768,14966,16818,44738
US48,"4/26/2022 11 p.m. EDT",33575,22685,27727,29311,79291,74671,11298,39833,15070,24982,14710,16017,43720
US48,"4/27/2022 12 a.m. EDT",33656,20539,26300,26292,76349,71221,10386,39827,14113,23091,14075,14967,41202
US48,"4/27/2022 1 a.m. EDT",32665,18948,24999,23408,73256,68092,9976,38137,13384,22007,13191,14144,38304
US48,"4/27/2022 2 a.m. EDT",30281,17943,24092,21392,71989,66881,9900,35781,12959,20986,12281,13666,36008
US48,"4/27/2022 3 a.m. EDT",28334,17345,23635,20089,71163,65849,9804,33839,12694,20843,11268,13450,34407
US48,"4/27/2022 4 a.m. EDT",26747,17099,23392,19305,71170,65551,9646,32747,12635,20471,10580,13298,33450
US48,"4/27/2022 5 a.m. EDT",25592,17494,23353,19189,72521,65718,9781,32292,12884,20308,10130,13546,33165
US48,"4/27/2022 6 a.m. EDT",24909,18565,23804,20161,74592,66756,10320,32171,13699,20781,9775,14277,33445
US48,"4/27/2022 7 a.m. EDT",24582,20478,24847,22103,80810,70571,11489,32581,14932,22139,9628,15551,34892
US48,"4/27/2022 8 a.m. EDT",24723,21521,26565,23209,84840,75174,12000,33983,15786,23539,9763,16972,37560
US48,"4/27/2022 9 a.m. EDT",26195,21729,27815,24863,84737,76987,11607,36731,15999,24124,10170,17302,38616
US48,"4/27/2022 10 a.m. EDT",27790,21837,28074,26871,83609,76332,11212,39519,15830,24316,10257,17042,39397
US48,"4/27/2022 11 a.m. EDT",28490,21762,28105,29046,83031,75600,11137,40694,15723,24464,10270,16696,40427
US48,"4/27/2022 12 p.m. EDT",28335,21893,28221,31053,82453,75045,11307,40420,15721,24794,10502,16459,41620
US48,"4/27/2022 1 p.m. EDT",27788,21990,28320,33149,82089,74598,11282,39664,15714,25101,10742,16316,42887
US48,"4/27/2022 2 p.m. EDT",26785,22381,28336,34962,82319,74401,11274,39119,15729,25932,11107,16215,44169
US48,"4/27/2022 3 p.m. EDT",26318,22683,28702,36411,81454,74565,11123,38826,15746,26529,11482,16125,45661
US48,"4/27/2022 4 p.m. EDT",26248,23101,28949,37330,81180,74471,11542,38855,15770,27002,12293,16308,47110
US48,"4/27/2022 5 p.m. EDT",26577,23726,29284,37586,81514,74557,11746,38707,16165,27789,12934,16334,48439
US48,"4/27/2022 6 p.m. EDT",26773,24056,29664,37072,82608,75110,12333,38545,16666,28307,13605,16722,49690
US48,"4/27/2022 7 p.m. EDT",27350,24114,29716,36592,83649,75387,12879,38536,16975,28323,14168,16871,50167
US48,"4/27/2022 8 p.m. EDT",28113,23741,29572,35132,84958,75681,13333,38885,17214,27690,14760,16875,49380
US48,"4/27/2022 9 p.m. EDT",29693,23858,29207,33978,87074,75735,13411,39304,17342,27197,14935,16909,48202
US48,"4/27/2022 10 p.m. EDT",31431,22951,29477,31868,86024,76620,12712,39511,16745,26419,14818,16969,47649
US48,"4/27/2022 11 p.m. EDT",32779,21080,28804,28900,81988,74105,11715,39997,15790,24435,14534,16222,46325
US48,"4/28/2022 12 a.m. EDT",33297,19323,27308,26223,79157,70429,10845,39947,14786,22372,13947,15034,43528
US48,"4/28/2022 1 a.m. EDT",32149,18161,25931,23415,76385,66825,10273,38145,14104,21089,12955,13700,40413
US48,"4/28/2022 2 a.m. EDT",30078,17529,24852,21572,75362,64870,10392,35864,13689,20403,12029,13576,37925
US48,"4/28/2022 3 a.m. EDT",27955,17169,24028,20324,75079,63726,10384,33788,13427,19818,11063,13264,36307
US48,"4/28/2022 4 a.m. EDT",26742,17143,23709,19626,75052,63164,10382,32658,13389,19482,10370,13198,35295
US48,"4/28/2022 5 a.m. EDT",25785,17559,23622,19493,75487,63411,10706,32194,13623,19774,9899,13329,34843
US48,"4/28/2022 6 a.m. EDT",25068,18878,23621,20392,79557,64661,11094,32062,14419,20728,9572,13752,34928
US48,"4/28/2022 7 a.m. EDT",24787,20976,24560,22258,86332,68025,12251,32506,15612,21986,9450,15006,36296
US48,"4/28/2022 8 a.m. EDT",25105,22030,26376,23469,90211,72536,12592,33984,16280,23323,9651,16203,38830
US48,"4/28/2022 9 a.m. EDT",26513,22029,27550,25220,89940,74840,12106,36626,16139,23806,10080,16323,40136
US48,"4/28/2022 10 a.m. EDT",28253,21872,27822,27301,87557,75256,11484,39293,15677,24129,10150,16191,41610
US48,"4/28/2022 11 a.m. EDT",28905,21771,28393,29191,85823,75355,11048,40349,15357,24433,10089,16018,43266
US48,"4/28/2022 12 p.m. EDT",28515,21694,28898,30972,84060,75420,10766,40371,15151,24867,10212,16080,44794
US48,"4/28/2022 1 p.m. EDT",28119,21741,29258,32909,82606,75679,10636,39587,15015,25715,10357,16189,46380
US48,"4/28/2022 2 p.m. EDT",27299,22026,29799,34427,81952,75670,10585,39009,14877,26559,10712,16337,48116
US48,"4/28/2022 3 p.m. EDT",26527,22222,30078,34811,81718,76142,10922,38620,14716,26845,11164,16590,49936
US48,"4/28/2022 4 p.m. EDT",25712,22668,30316,35093,81589,76353,10810,38458,14720,27686,11691,16850,51340
US48,"4/28/2022 5 p.m. EDT",25622,23216,30694,34982,82341,76200,10871,38330,15042,28570,12351,17316,52590
US48,"4/28/2022 6 p.m. EDT",25708,23650,31029,34399,82122,76552,11676,38340,15662,29016,13113,17773,53672
US48,"4/28/2022 7 p.m. EDT",26256,23805,31017,33510,82062,76494,12662,38420,16218,28808,13645,17829,54200
US48,"4/28/2022 8 p.m. EDT",26918,23597,30753,32197,83272,76024,13267,38886,16681,28078,14282,17545,53257
US48,"4/28/2022 9 p.m. EDT",28225,23755,30519,31071,85757,75930,13473,39204,17028,27589,14451,17444,52163
US48,"4/28/2022 10 p.m. EDT",29891,22990,30477,29616,84510,76587,12828,39354,16540,26928,14285,17334,51359
US48,"4/28/2022 11 p.m. EDT",31437,21236,29855,27098,80724,73802,11813,39672,15587,24983,14002,16303,49958
